Id,SalePrice
1461,108164.86550511152
1462,164134.43031087064
1463,170402.85013435502
1464,189849.1057214496
1465,221679.66053395846
1466,186167.5556049879
1467,172342.27477599494
1468,178334.6166812603
1469,209872.83969385573
1470,104563.07168462209
1471,210245.604779189
1472,125327.54102099757
1473,111711.18282222189
1474,172033.37812451646
1475,149329.5308397808
1476,328609.61704595154
1477,264027.36648382293
1478,296022.8705744506
1479,285826.8859988651
1480,382818.5145333982
1481,303555.20216453704
1482,233884.52936665376
1483,188678.17995906237
1484,194631.52474381065
1485,184134.21169505513
1486,217058.75036894227
1487,313150.428116665
1488,266927.33427758305
1489,201718.99440066074
1490,200667.32290119724
1491,212590.22530086688
1492,98713.22577909287
1493,184052.99707631127
1494,293039.6608566409
1495,290637.6665352576
1496,222515.90366935625
1497,213988.4566811996
1498,181028.35284865554
1499,181028.35284865554
1500,162791.66066180763
1501,180586.2645658059
1502,172159.95905868406
1503,265914.17911106325
1504,246186.5623196978
1505,222175.84191862587
1506,217934.66171029618
1507,246678.40180999623
1508,201830.22815878014
1509,182326.00134012545
1510,152877.13144648902
1511,150962.19889323134
1512,170855.41100022616
1513,176184.91443989915
1514,158030.2759130071
1515,206435.9429687776
1516,166560.451622396
1517,148691.21775571804
1518,175652.7363413996
1519,221513.29342300934
1520,128465.03198441723
1521,133710.28202160134
1522,190209.84672107385
1523,108350.49810218916
1524,113695.40606125526
1525,112881.73774238618
1526,115223.5049846411
1527,84375.81946265744
1528,140120.57926317607
1529,146112.14853452507
1530,185958.50372056174
1531,113330.92605225986
1532,83458.99995879503
1533,159422.87346672383
1534,138536.16233757325
1535,147875.04933154373
1536,116915.85868564108
1537,39048.49538179231
1538,181322.99293835298
1539,208018.7482095214
1540,143168.1704736607
1541,157043.1290484568
1542,146274.44820351247
1543,206051.50771966437
1544,65030.97350046516
1545,126046.80374971521
1546,143439.96346422564
1547,130519.15485777741
1548,149452.5825101789
1549,111853.96562437667
1550,142825.16582875303
1551,132259.17055433244
1552,144629.98828854063
1553,130477.50306995155
1554,131610.80849551444
1555,159871.20742999692
1556,105461.53350613476
1557,114489.1060468189
1558,114631.74208398268
1559,103145.10642416147
1560,141780.03840254317
1561,147851.86634326586
1562,109106.01798934303
1563,108264.98828008422
1564,167079.2277277885
1565,149856.75793831202
1566,216678.35263649258
1567,76799.57898928097
1568,209078.54088593228
1569,95116.91055876785
1570,128217.43587289297
1571,113594.44793178467
1572,129196.77841245639
1573,231367.76986823953
1574,150794.3468918174
1575,217719.39609552477
1576,228749.65988141345
1577,202388.5728986148
1578,140973.9404171242
1579,137971.36444652372
1580,213390.45949335909
1581,124781.69483603956
1582,125256.5863369134
1583,298142.0306870551
1584,240072.74754772964
1585,153878.28211032832
1586,22158.14831314166
1587,96380.08160785562
1588,135906.62339667312
1589,106001.95953013445
1590,147888.60018553503
1591,77725.99815673032
1592,118404.96796169505
1593,133005.35363517818
1594,133120.2983778778
1595,125410.72073408659
1596,228217.31029343465
1597,187253.64638179727
1598,196939.9268463835
1599,204175.07184041548
1600,213260.0638835379
1601,8891.821601205738
1602,119249.8908086142
1603,65120.658787970315
1604,254673.1568787985
1605,265996.41700601904
1606,174782.16287896235
1607,231066.70723126922
1608,226393.95833079494
1609,201385.96265226812
1610,147552.6756636179
1611,149485.14547150116
1612,176647.00576614856
1613,167804.08942789945
1614,116691.61493284255
1615,76821.17575627309
1616,76821.17575627309
1617,92140.5850688013
1618,109815.38681747648
1619,125715.05603643041
1620,207183.67947411072
1621,145819.2631958489
1622,136354.19607605925
1623,262278.073715223
1624,205198.16340509057
1625,126245.03892887046
1626,187403.60380345373
1627,190283.32234369149
1628,286328.513512078
1629,195177.09823173995
1630,319961.39742121124
1631,238433.08608311974
1632,256198.63431578153
1633,182547.5378286523
1634,192338.2670592263
1635,177353.36408077832
1636,173220.4164191247
1637,185826.371944824
1638,225012.8410089682
1639,201361.48748648143
1640,265532.6007305619
1641,194932.95226456993
1642,227193.04032883106
1643,250014.64885321097
1644,244771.30382591998
1645,182789.4160146137
1646,160927.5798062391
1647,187698.86064825044
1648,149893.90571563074
1649,124556.33007143461
1650,103064.42881685519
1651,103400.97556641663
1652,126000.63452012069
1653,125664.08777055913
1654,175856.61361059244
1655,176763.7253850249
1656,172706.47162363946
1657,176529.70710971544
1658,173043.0183732009
1659,149666.07758934214
1660,136081.62278528465
1661,351545.6350134087
1662,341294.63777278573
1663,323841.5665687425
1664,397191.66669512936
1665,300196.31243286526
1666,282160.0217653774
1667,315081.7260663898
1668,300662.3895596429
1669,281667.42490648024
1670,305198.69222420163
1671,244825.51581049396
1672,358126.2616473397
1673,289310.8877896725
1674,267946.26146940526
1675,191508.94982039975
1676,187179.53709129547
1677,212468.55522946094
1678,382313.0946565848
1679,316625.2927228464
1680,297872.1713099878
1681,262091.86369083868
1682,275658.8726693832
1683,215268.9481406475
1684,198943.62164224044
1685,180758.32688795507
1686,200539.32327661105
1687,184134.21169505513
1688,212101.76426802762
1689,209513.02804767736
1690,201630.86434013187
1691,191230.4204050277
1692,266877.6795721913
1693,184134.21169505513
1694,181803.33633618802
1695,185479.72436401108
1696,270962.3330657552
1697,185479.72436401108
1698,320209.9105048273
1699,301051.93237347715
1700,238274.31162720965
1701,270373.9107881668
1702,276346.0261731817
1703,271898.21180144674
1704,276509.0270462092
1705,238754.70038446574
1706,361029.32929291646
1707,219532.67793849797
1708,216701.9080771606
1709,282708.630641083
1710,238160.80823502876
1711,257797.48158326698
1712,273355.82155351876
1713,252030.37295469025
1714,227591.1228311751
1715,211374.76352176035
1716,206549.87461065035
1717,199802.46670453064
1718,150732.15773350885
1719,220980.55555100483
1720,259680.3787488744
1721,196881.40890375734
1722,126548.83972543268
1723,150000.9508935688
1724,235344.60487127735
1725,237327.89294618904
1726,191433.34775678592
1727,184296.04221242527
1728,200542.71183612116
1729,167483.54858022754
1730,172138.25918642117
1731,130549.94429950695
1732,120555.47684655897
1733,105909.16103315377
1734,114856.34094250959
1735,110578.63551298843
1736,110242.08876342699
1737,293398.74118267454
1738,217608.6207129052
1739,315926.85575825884
1740,223157.5109212069
1741,186291.04018094507
1742,180586.2645658059
1743,195628.2998249752
1744,251100.24524917407
1745,241260.30228729057
1746,256299.63582853077
1747,222251.37444333476
1748,235613.80784452986
1749,155640.88224935485
1750,158428.29766395502
1751,245268.15546504478
1752,107928.44153052289
1753,181188.34506103199
1754,233979.1301680199
1755,174334.53320156923
1756,102196.69943418517
1757,105236.06753403088
1758,145401.4507116262
1759,165459.79344782676
1760,157938.29060363246
1761,157199.51417325553
1762,181896.5947875143
1763,189616.0810085279
1764,111882.6424972082
1765,211628.0369093616
1766,184610.39686401933
1767,195638.62489988003
1768,128268.20237851562
1769,199973.80839915597
1770,130576.04680084717
1771,132367.61002452415
1772,147017.4919526314
1773,111681.1253745706
1774,197466.31586111733
1775,140558.37410741614
1776,123801.38369391544
1777,94613.09950620076
1778,116784.31578249298
1779,96713.68231748941
1780,188257.533337579
1781,130181.81365295895
1782,57865.011761887465
1783,128550.24278928305
1784,60928.522910161526
1785,110910.30599048897
1786,173969.87955743785
1787,174722.8302074594
1788,-4768.2219849379035
1789,101581.4716101205
1790,26629.250724527985
1791,254963.48378531728
1792,170063.3188506842
1793,157748.12304896116
1794,147309.24590117158
1795,145148.10565132147
1796,119908.36579422303
1797,149906.26387568866
1798,119636.17565084365
1799,91890.19259014342
1800,112681.06857940648
1801,107196.09992612211
1802,170822.18589547544
1803,190573.21957616974
1804,132687.6327456626
1805,142171.90992280084
1806,146553.6283643035
1807,179961.1505545613
1808,109083.47344591701
1809,90534.92564360611
1810,145602.3867609586
1811,88997.87819566624
1812,103786.69640544883
1813,124496.8489941879
1814,85987.31752748613
1815,-1558.6774188047275
1816,82223.21889654908
1817,106843.58134605235
1818,163751.12851189403
1819,127545.51829484152
1820,43979.64645598596
1821,149093.09134984447
1822,170496.29746421566
1823,8006.75041789026
1824,148966.19722410105
1825,116145.88753061951
1826,96933.89686740958
1827,103678.89402084053
1828,134059.08273735282
1829,169696.3922189778
1830,174344.37864639377
1831,178762.90479650546
1832,146121.44701841637
1833,162925.17660620972
1834,130274.28774869489
1835,165570.78859226895
1836,168277.2718754923
1837,59293.13051967218
